Category,Message
not phishing,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
not phishing,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx"
not phishing,We got a divorce. Lol. She.s here
not phishing,What's ur pin?
not phishing,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?"
not phishing,I want snow. It's just freezing and windy.
phishing,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only
not phishing,Come to mahal bus stop.. &lt;DECIMAL&gt;
not phishing,Don know:)this week i'm going to tirunelvai da.
not phishing,Me too baby! I promise to treat you well! I bet you will take good care of me...
not phishing,Its like that hotel dusk game i think. You solve puzzles in a area thing
phishing,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180"
not phishing,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !"
not phishing,Well that must be a pain to catch
not phishing,Sorry da thangam.it's my mistake.
not phishing,I need... Coz i never go before
not phishing,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
not phishing,Wife.how she knew the time of murder exactly
phishing,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info"
phishing,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
not phishing,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?"
not phishing,No plm i will come da. On the way.
not phishing,Guess he wants alone time. We could just show up and watch when they do..
not phishing,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-)
not phishing,Yup ü not comin :-(
not phishing,"Yes, princess. Toledo."
not phishing,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me"
not phishing,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.
not phishing,Good. No swimsuit allowed :)
not phishing,Am okay. Will soon be over. All the best
not phishing,"A cute thought for friendship: ""Its not necessary to share every secret with ur close Frnd, but watever u shared should be true""...."
not phishing,Ok i've sent u da latest version of da project.
not phishing,Good Morning my Dear........... Have a great &amp; successful day.
not phishing,Pls accept me for one day. Or am begging you change the number.
not phishing,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:
not phishing,"Its ok, if anybody asks abt me, u tel them..:-P"
not phishing,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens"
not phishing,* You gonna ring this weekend or wot?
not phishing,Also track down any lighters you can find
not phishing,"Sorry, I can't help you on this."
not phishing,"Babe, I need your advice"
not phishing,"I‘ll leave around four, ok?"
not phishing,Come to medical college at 7pm ......forward it da
not phishing,K:)k..its good:)when are you going?
not phishing,I can make lasagna for you... vodka...
not phishing,HI ITS KATE CAN U GIVE ME A RING ASAP XXX
not phishing,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar
not phishing,"No, but you told me you were going, before you got drunk!"
not phishing,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him
phishing,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate"
not phishing,I'm always looking for an excuse to be in the city.
not phishing,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...
not phishing,O shore are you takin the bus
not phishing,So u gonna get deus ex?
not phishing,I will send them to your email. Do you mind  &lt;#&gt;  times per night?
phishing,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705."
not phishing,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?
not phishing,Ok then i come n pick u at engin?
not phishing,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.
not phishing,Raviyog Peripherals bhayandar east
not phishing,K actually can you guys meet me at the sunoco on howard? It should be right on the way
phishing,You have 1 new voicemail. Please call 08719181513.
not phishing,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night"
not phishing,Just finished eating. Got u a plate. NOT leftovers this time.
not phishing,Thanx a lot...
not phishing,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.
not phishing,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(
not phishing,Its a great day. Do have yourself a beautiful one.
not phishing,What happened in interview?
not phishing,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
not phishing,Badrith is only for chennai:)i will surely pick for us:)no competition for him.
not phishing,I tot it's my group mate... Lucky i havent reply... Wat time do ü need to leave...
not phishing,Hey you around? I've got enough for a half + the ten I owe you
not phishing,Hey tmr maybe can meet you at yck
not phishing,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*
not phishing,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?
not phishing,Not to worry. I'm sure you'll get it.
not phishing,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard"
phishing,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p"
phishing,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days
not phishing,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?
not phishing,"I'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit"
not phishing,Dear good morning how you feeling dear
not phishing,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die
not phishing,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)"
not phishing,Dunno lei ü all decide lor. How abt leona? Oops i tot ben is going n i msg him.
not phishing,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.
phishing,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app
phishing,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only
not phishing,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
not phishing,Just do what ever is easier for you
phishing,RCT' THNQ Adrian for U text. Rgds Vatian
not phishing,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday
not phishing,"It'll be tough, but I'll do what I have to"
not phishing,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx
not phishing,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.
not phishing,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX
not phishing,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!"
not phishing,But i'm surprised she still can guess right lor...
not phishing,Okie ü wan meet at bishan? Cos me at bishan now. I'm not driving today.
not phishing,Oh ho. Is this the first time u use these type of words
not phishing,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN
not phishing,I know you are serving. I mean what are you doing now.
not phishing,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it..."
not phishing,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out
phishing,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com"
not phishing,I know girls always safe and selfish know i got it pa. Thank you. good night.
not phishing,"No worries, hope photo shoot went well. have a spiffing fun at workage."
not phishing,I'm freezing and craving ice. Fml
not phishing,Kay... Since we are out already
not phishing,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?
not phishing,Yo im right by yo work
not phishing,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx
not phishing,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
not phishing,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.
